name,year,runtime,ratings,stars
Tales from the Ale Trail,0,15.0,8.5,★★★★★★★★
Monkey Dust,(2003–2005),29.0,8.5,★★★★★★★★
Healer,(2014–2015),60.0,8.5,★★★★★★★★
America 2-Night,0,30.0,8.5,★★★★★★★★
Série Noire,0,24.0,8.5,★★★★★★★★
El Chapulín Colorado,(1973–1979),25.0,8.5,★★★★★★★★
Schitt's Creek,(2015–2020),22.0,8.5,★★★★★★★★
All That Glitters,0,30.0,8.5,★★★★★★★★
Smiling Friends,(2020– ),12.0,8.5,★★★★★★★★
Then We Got Help!,0,10.0,8.5,★★★★★★★★
I Love Lucy,(1951–1957),30.0,8.5,★★★★★★★★
The Making of an Ordinary Woman,0,47.0,8.5,★★★★★★★★
Eglimata,0,40.0,8.5,★★★★★★★★
Cobra Kai,(2018–2023),30.0,8.5,★★★★★★★★
Spy x Family,(2022– ),24.0,8.5,★★★★★★★★
Pepito Manaloto,(2010– ),45.0,8.5,★★★★★★★★
Uncle Jack and Operation Green,0,25.0,8.5,★★★★★★★★
Back of the Y Masterpiece Television,0,30.0,8.5,★★★★★★★★
Troll Hunters,0,23.0,8.5,★★★★★★★★
Better Late Than Never,(2016–2018),60.0,8.5,★★★★★★★★
Twitch City,(1998–2000),30.0,8.5,★★★★★★★★
Kaguya-sama: Love is War,(2019– ),24.0,8.5,★★★★★★★★
Boston Legal,(2004–2008),44.0,8.5,★★★★★★★★
The IT Crowd,(2006–2013),25.0,8.5,★★★★★★★★
Futurama,(1999–2023),22.0,8.5,★★★★★★★★
Silicon Valley,(2014–2019),28.0,8.5,★★★★★★★★
Grandayy,0,5.0,8.5,★★★★★★★★
Entourage,(2004–2011),28.0,8.5,★★★★★★★★
Uncle Jack and the Dark Side of the Moon,0,60.0,8.5,★★★★★★★★
Derry Girls,(2018–2022),30.0,8.5,★★★★★★★★
Xafurdaria,0,10.0,8.5,★★★★★★★★
Jules & Eli,0,15.0,8.5,★★★★★★★★
Muñecos del destino,0,26.0,8.5,★★★★★★★★
The Bugs Bunny/Road Runner Hour,(1968–1978),55.0,8.5,★★★★★★★★
Genji Tsûshin Agedama,0,30.0,8.5,★★★★★★★★
Beavis and Butt-Head,(2022– ),11.0,8.5,★★★★★★★★
Hancock's Half Hour,0,30.0,8.5,★★★★★★★★
Mulberry,0,30.0,8.5,★★★★★★★★
Seek Help,0,72.0,8.5,★★★★★★★★
Inside No. 9,(2014– ),30.0,8.5,★★★★★★★★
Car Boys,0,697.0,8.5,★★★★★★★★
Community,(2009–2015),22.0,8.5,★★★★★★★★
Zach & Dennis: How It All Began,0,8.0,8.5,★★★★★★★★
Gato Fedorento: Série Lopes da Silva,0,30.0,8.5,★★★★★★★★
Suits,(2011–2019),44.0,8.5,★★★★★★★★
The New 30,0,11.0,8.5,★★★★★★★★
Modern Family,(2009–2020),22.0,8.5,★★★★★★★★
My World and Welcome to It,0,30.0,8.5,★★★★★★★★
G.K. Chesterton: The Apostle of Common Sense,0,30.0,8.5,★★★★★★★★
The Boondocks,(2005–2014),22.0,8.5,★★★★★★★★
Alfred Hitchcock Presents,(1955–1962),25.0,8.5,★★★★★★★★
The Treacle People,0,10.0,8.5,★★★★★★★★
Staged,(2020–2022),22.0,8.5,★★★★★★★★
Sweet Life,0,58.0,8.5,★★★★★★★★
Doc Martin,(2004–2022),46.0,8.4,★★★★★★★★
The Frances Langford-Don Ameche Show,0,60.0,8.4,★★★★★★★★
New York Is Dead,0,51.0,8.4,★★★★★★★★
Dope or Nope,0,30.0,8.4,★★★★★★★★
Shut Up Family,0,25.0,8.4,★★★★★★★★
David's Vlog,0,4.0,8.4,★★★★★★★★
Wonder Showzen,(2000–2007),30.0,8.4,★★★★★★★★
All in the Family,(1971–1979),30.0,8.4,★★★★★★★★
Orkney snork nie!,0,26.0,8.4,★★★★★★★★
Kamen Rider Build,(2017–2018),24.0,8.4,★★★★★★★★
Assume the Position with Mr. Wuhl,(2006– ),30.0,8.4,★★★★★★★★
On the Bench!,0,30.0,8.4,★★★★★★★★
Initial D: First Stage,(1998),25.0,8.4,★★★★★★★★
Playhouse 90,0,90.0,8.4,★★★★★★★★
Snupsters Race Deranged,0,60.0,8.4,★★★★★★★★
Partners in Pretension,0,12.0,8.4,★★★★★★★★
HELL. A.,0,10.0,8.4,★★★★★★★★
What Would Your Kid Do?,0,60.0,8.4,★★★★★★★★
Parker & Maggie,0,8.0,8.4,★★★★★★★★
Duarte & C.a,0,60.0,8.4,★★★★★★★★
Look Around You,(2002–2005),30.0,8.4,★★★★★★★★
Red Dwarf,(1988– ),30.0,8.4,★★★★★★★★
The Andy Griffith Show,(1960–1968),30.0,8.4,★★★★★★★★
Do Over,0,30.0,8.4,★★★★★★★★
The Sandy Becker Show,0,60.0,8.4,★★★★★★★★
Full Stretch,0,60.0,8.4,★★★★★★★★
The Inbetweeners,(2008–2010),25.0,8.4,★★★★★★★★
The Wonder Years,(1988–1993),22.0,8.4,★★★★★★★★
DoNothing TV,(2022– ),1.0,8.4,★★★★★★★★
I Love the '80s Strikes Back,0,60.0,8.4,★★★★★★★★
Tuesday Night Titans,0,60.0,8.4,★★★★★★★★
Broad City,(2014–2019),22.0,8.4,★★★★★★★★
Wayne,(2019),30.0,8.4,★★★★★★★★
The Colbert Report,(2005–2014),30.0,8.4,★★★★★★★★
Sons & Daughters,0,30.0,8.4,★★★★★★★★
The Muppet Show,(1976–1981),30.0,8.4,★★★★★★★★
After Life,(2019–2022),30.0,8.4,★★★★★★★★
Veep,(2012–2019),28.0,8.4,★★★★★★★★
SCTV Network,(1981–1983),90.0,8.4,★★★★★★★★
The Will Edwards Show,0,30.0,8.4,★★★★★★★★
Upright,(2019– ),30.0,8.4,★★★★★★★★
Little Lunch,(2015–2016),13.0,8.4,★★★★★★★★
Stromberg,(2004–2012),25.0,8.4,★★★★★★★★
The Mouse Factory,0,30.0,8.4,★★★★★★★★
Square One Television,(1987–1992),30.0,8.4,★★★★★★★★
Best of Luck Nikki,(2011–2016),22.0,8.4,★★★★★★★★
Shinchan,(1992– ),25.0,8.4,★★★★★★★★
Legal High,0,54.0,8.4,★★★★★★★★
My Mad Fat Diary,(2013–2015),47.0,8.4,★★★★★★★★
Michael Nesmith in Television Parts,0,30.0,8.4,★★★★★★★★
The Single Life,0,10.0,8.4,★★★★★★★★
Jugaadistan,0,40.0,8.4,★★★★★★★★
Vincenzo,(2021– ),80.0,8.4,★★★★★★★★
Sordid Lives: The Series,(2008– ),22.0,8.4,★★★★★★★★
Police Squad!,(1982),24.0,8.4,★★★★★★★★
The Kids in the Hall,(1988–2021),25.0,8.4,★★★★★★★★
Mama,0,30.0,8.4,★★★★★★★★
No Clue,0,22.0,8.4,★★★★★★★★
Jeeves and Wooster,(1990–1993),55.0,8.4,★★★★★★★★
Hometown Cha-Cha-Cha,(2021– ),70.0,8.4,★★★★★★★★
Kings of Con,(2016–2017),15.0,8.4,★★★★★★★★
Willy's en marjetten,0,30.0,8.4,★★★★★★★★
Kulderzipken,0,30.0,8.4,★★★★★★★★
Satrangi Sasural,0,20.0,8.4,★★★★★★★★
Ash vs Evil Dead,(2015–2018),30.0,8.4,★★★★★★★★
The Hello Girls,0,30.0,8.4,★★★★★★★★
The Dick Van Dyke Show,(1961–1966),30.0,8.4,★★★★★★★★
Who Died?,0,26.0,8.4,★★★★★★★★
Phone-a-Friend,0,22.0,8.4,★★★★★★★★
This Morning with Richard Not Judy,0,45.0,8.4,★★★★★★★★
The Graham Norton Show,(2007– ),60.0,8.4,★★★★★★★★
Tá Puxado,0,22.0,8.4,★★★★★★★★
Pozoriste u kuci,0,48.0,8.4,★★★★★★★★
Ha-Mis'ada Hagdola,0,30.0,8.4,★★★★★★★★
Just Add Magic,(2015–2019),27.0,8.4,★★★★★★★★
Give My Head Peace,0,30.0,8.4,★★★★★★★★
Ein Sommer mit Nicole,0,25.0,8.4,★★★★★★★★
Zofka a spol,0,8.0,8.4,★★★★★★★★
Peter Alexander präsentiert Spezialitäten,0,90.0,8.4,★★★★★★★★
Mr. Show with Bob and David,(1995–1998),27.0,8.4,★★★★★★★★
Sonneborn rettet die Welt,0,30.0,8.4,★★★★★★★★
The Red Buttons Show,0,30.0,8.4,★★★★★★★★
Meie aasta Aafrikas,0,43.0,8.4,★★★★★★★★
Run with the Wind,0,23.0,8.4,★★★★★★★★
The Bartons,0,25.0,8.4,★★★★★★★★
Where Do You Live?,0,45.0,8.4,★★★★★★★★
The Mighty Boosh,(2003–2007),30.0,8.4,★★★★★★★★
The Late Late Show with Craig Ferguson,(2005–2015),40.0,8.4,★★★★★★★★
Lugares que hablan,0,60.0,8.4,★★★★★★★★
Everyday Maths,0,20.0,8.4,★★★★★★★★
The Boss,0,30.0,8.4,★★★★★★★★
The Bugs Bunny/Looney Tunes Comedy Hour,0,45.0,8.4,★★★★★★★★
Prison Playbook,0,90.0,8.4,★★★★★★★★
The Maybelline Girls,0,22.0,8.4,★★★★★★★★
Arabela,0,30.0,8.4,★★★★★★★★
The Benevolent Buckley Show,(2018– ),15.0,8.4,★★★★★★★★
The Ricky Gervais Show,(2010–2012),30.0,8.4,★★★★★★★★
Moomin,0,23.0,8.4,★★★★★★★★
Roger and the Rottentrolls,0,10.0,8.4,★★★★★★★★
My So-Called Life,(1994–1995),60.0,8.4,★★★★★★★★
Brassic,(2019– ),43.0,8.4,★★★★★★★★
Partners,0,22.0,8.4,★★★★★★★★
Pushing Daisies,(2007–2009),44.0,8.4,★★★★★★★★
"Gordon, Gino & Fred's Road Trip",(2018– ),45.0,8.4,★★★★★★★★
The Nutty Boy,(2022– ),13.0,8.4,★★★★★★★★
Virtual Memory,0,30.0,8.4,★★★★★★★★
Bolji zivot,0,40.0,8.4,★★★★★★★★
Jefferson Anderson,0,25.0,8.4,★★★★★★★★
'Allo 'Allo!,0,45.0,8.4,★★★★★★★★
The XYZ Show,0,25.0,8.4,★★★★★★★★
Barry,(2018–2023),30.0,8.4,★★★★★★★★
Scrubs,(2001–2010),22.0,8.4,★★★★★★★★
Mike and Jay Talk About,0,15.0,8.4,★★★★★★★★
Last Tango in Halifax,(2012–2020),60.0,8.4,★★★★★★★★
Bitter Party of Five,0,10.0,8.4,★★★★★★★★
El mañanero,0,180.0,8.4,★★★★★★★★
Pride and Passion,0,40.0,8.4,★★★★★★★★
The Jeannie Tate Show,0,5.0,8.4,★★★★★★★★
M*A*S*H,(1972–1983),25.0,8.4,★★★★★★★★
Mapp & Lucia,(1985–1986),60.0,8.4,★★★★★★★★
Amalie og Mathea,0,5.0,8.4,★★★★★★★★
The Steve Katsos Show,0,28.0,8.4,★★★★★★★★
Rich and Jay Talk About,0,15.0,8.4,★★★★★★★★
El show de Don Cheto,(2005– ),60.0,8.4,★★★★★★★★
Zondag met Lubach,(2014– ),40.0,8.4,★★★★★★★★
Terriers,(2010),45.0,8.4,★★★★★★★★
GTO: Great Teacher Onizuka,0,60.0,8.4,★★★★★★★★
Northern Exposure,(1990–1995),60.0,8.4,★★★★★★★★
Fractured Flickers,(1963– ),30.0,8.4,★★★★★★★★
Weightlifting Fairy Kim Bok-Joo,0,60.0,8.4,★★★★★★★★
Jang Geum's Dream,0,30.0,8.4,★★★★★★★★
Rundfunk,(2015–2016),30.0,8.4,★★★★★★★★
Channel V Dare 2 Date,0,45.0,8.4,★★★★★★★★
Samurai Sentai Shinkenger,(2009–2010),25.0,8.4,★★★★★★★★
Brooklyn Nine-Nine,(2013–2021),22.0,8.4,★★★★★★★★
Den 11. time,0,30.0,8.4,★★★★★★★★
The Bear,(2022– ),30.0,8.4,★★★★★★★★
Psych,(2006–2014),44.0,8.4,★★★★★★★★
SCTV Channel,(1983–1984),45.0,8.4,★★★★★★★★
Villa Alegre,0,30.0,8.4,★★★★★★★★
Review,(2014–2017),30.0,8.4,★★★★★★★★
The Pyjamas,0,25.0,8.4,★★★★★★★★
M.K. 22,0,22.0,8.4,★★★★★★★★
Burger Quiz,0,26.0,8.4,★★★★★★★★
The After After Party with Steven Michael Quezada,0,30.0,8.4,★★★★★★★★
Osman og Jeppe,0,16.0,8.4,★★★★★★★★
This Is Going to Hurt,(2022),45.0,8.4,★★★★★★★★
Bertelsen - de uaktuelle nyheder,0,28.0,8.4,★★★★★★★★
Fleksnes fataliteter,0,30.0,8.4,★★★★★★★★
Flickers!,0,2.0,8.4,★★★★★★★★
Corner Gas,(2004–2009),30.0,8.4,★★★★★★★★
Likely Suspects,0,30.0,8.4,★★★★★★★★
The Phil Silvers Show,(1955–1959),30.0,8.4,★★★★★★★★
Keen Eddie,(2003–2004),44.0,8.4,★★★★★★★★
We Might Be Superheroes,0,33.0,8.4,★★★★★★★★
Green Wing,(2004–2007),65.0,8.4,★★★★★★★★
Kath & Kim,(2002–2007),26.0,8.4,★★★★★★★★
College Romance,(2018– ),30.0,8.4,★★★★★★★★
The League of Gentlemen,(1999–2017),60.0,8.4,★★★★★★★★
Contacts,0,5.0,8.4,★★★★★★★★
The Johnny Carson Show,0,30.0,8.4,★★★★★★★★
John Safran vs. God,0,25.0,8.4,★★★★★★★★
Danskebåten,0,21.0,8.4,★★★★★★★★
Nirvana the Band the Show,0,11.0,8.4,★★★★★★★★
The Misadventures of Awkward Black Girl,0,10.0,8.4,★★★★★★★★
Isänmaan toivot,0,30.0,8.4,★★★★★★★★
The New Steve Allen Show,0,48.0,8.4,★★★★★★★★
Kummeli,0,30.0,8.4,★★★★★★★★
Hey Prabhu!,0,22.0,8.4,★★★★★★★★
The Adventures of Pete & Pete,(1992–1996),30.0,8.4,★★★★★★★★
Kiteretsu Daihyakka,0,90.0,8.4,★★★★★★★★
My Morphing Life,(2014– ),10.0,8.4,★★★★★★★★
My Dead Friends,0,10.0,8.4,★★★★★★★★
Naked Camera,0,35.0,8.4,★★★★★★★★
People Like Us,0,30.0,8.4,★★★★★★★★
Not Only... But Also,0,45.0,8.4,★★★★★★★★
DYLAN,0,30.0,8.4,★★★★★★★★
All Creatures Great and Small,(1978–1990),50.0,8.4,★★★★★★★★
Between Two Ferns with Zach Galifianakis,(2008– ),4.0,8.4,★★★★★★★★
Sports Show with Norm Macdonald,0,30.0,8.4,★★★★★★★★
Sunaina,0,22.0,8.4,★★★★★★★★
Kotaro Lives Alone,(2022– ),27.0,8.4,★★★★★★★★
The Train of Childhood and Expectation,0,360.0,8.4,★★★★★★★★
Adult Wednesday Addams,0,20.0,8.4,★★★★★★★★
Newstopia,0,30.0,8.4,★★★★★★★★
Byli jednou dva písari,0,446.0,8.4,★★★★★★★★
"Crazy, Confused, Normal",0,35.0,8.4,★★★★★★★★
A Touch of Grace,0,30.0,8.3,★★★★★★★★
Life with Louie,(1994–1998),30.0,8.3,★★★★★★★★
Ultraman Gaia,(1998–1999),30.0,8.3,★★★★★★★★
Until Money Do Us Part,0,45.0,8.3,★★★★★★★★
Buttons & Rusty,(1983–1994),25.0,8.3,★★★★★★★★
Tales from Fat Tulip's Garden,0,10.0,8.3,★★★★★★★★
Show by Rock!! Mashumairesh!!,0,23.0,8.3,★★★★★★★★
Who Is America?,(2018),30.0,8.3,★★★★★★★★
Work in Progress,(2015– ),24.0,8.3,★★★★★★★★
Sex Education,(2019– ),45.0,8.3,★★★★★★★★
Offspring,(2010–2017),60.0,8.3,★★★★★★★★
Ashes of Love,0,45.0,8.3,★★★★★★★★
Comedy Game Night,0,60.0,8.3,★★★★★★★★
Dave,(2020– ),30.0,8.3,★★★★★★★★
Casper & Mandrilaftalen,0,58.0,8.3,★★★★★★★★
Kaleidoscope,0,50.0,8.3,★★★★★★★★
This Is Alice,(1958– ),30.0,8.3,★★★★★★★★
The Adventures of Dynamo Duck,0,30.0,8.3,★★★★★★★★
Have You Been Paying Attention?,0,60.0,8.3,★★★★★★★★
Sofia's Diary China,0,240.0,8.3,★★★★★★★★
Trailer Park Boys: Jail,0,22.0,8.3,★★★★★★★★
Merrie Melodies: Starring Bugs Bunny and Friends,0,23.0,8.3,★★★★★★★★
Mile vs. tranzicija,0,20.0,8.3,★★★★★★★★
Porridge,(1974–1977),45.0,8.3,★★★★★★★★
Suite PreCure,(2011–2012),24.0,8.3,★★★★★★★★
Surviving Jack,(2014),30.0,8.3,★★★★★★★★
The Jack Paar Program,0,60.0,8.3,★★★★★★★★
Barney Miller,(1975–1982),30.0,8.3,★★★★★★★★
Monaco Franze - Der ewige Stenz,0,45.0,8.3,★★★★★★★★
Trop,0,30.0,8.3,★★★★★★★★
The Job,0,30.0,8.3,★★★★★★★★
How I Met Your Mother,(2005–2014),22.0,8.3,★★★★★★★★
"Yo soy Betty, la fea",(1999–2001),30.0,8.3,★★★★★★★★
Sports Night,(1998–2000),30.0,8.3,★★★★★★★★
Dva smo svijeta razlicita,0,35.0,8.3,★★★★★★★★
Topper,0,30.0,8.3,★★★★★★★★
Bad Sisters,(2022– ),53.0,8.3,★★★★★★★★
Car Share,0,30.0,8.3,★★★★★★★★
Key West,(1993),60.0,8.3,★★★★★★★★
The Earliest Show,0,12.0,8.3,★★★★★★★★
Nichijou: My Ordinary Life,(2011),24.0,8.3,★★★★★★★★
March Comes in Like a Lion,(2016–2018),25.0,8.3,★★★★★★★★
Tschugger,0,30.0,8.3,★★★★★★★★
Carol Burnett & Company,0,60.0,8.3,★★★★★★★★
Le coeur a ses raisons,0,30.0,8.3,★★★★★★★★
Owarimonogatari,0,24.0,8.3,★★★★★★★★
Friday Night,0,60.0,8.3,★★★★★★★★
How Not to Live Your Life,0,28.0,8.3,★★★★★★★★
Parenthood,(2010–2015),60.0,8.3,★★★★★★★★
Bild mit Ton,0,24.0,8.3,★★★★★★★★
Emerald Cove,0,30.0,8.3,★★★★★★★★
Showa Genroku Rakugo Shinju,0,26.0,8.3,★★★★★★★★
